JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460854.37275177,7.765,0.006,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.582|CMAGINS=-12.055|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.642|KREFMAG=12.672|KREFERR=0.016,0,1.317,Z,-12.055,-10.642,2460854.37065,RR Lyr,AAVSO,STD,,,,
2460854.37285176,7.78,0.006,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.594|CMAGINS=-12.082|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.653|KREFMAG=12.672|KREFERR=0.016,0,1.317,Z,-12.082,-10.653,2460854.37075,RR Lyr,AAVSO,STD,,,,
2460854.37294175,7.745,0.006,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.602|CMAGINS=-12.056|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.643|KREFMAG=12.672|KREFERR=0.016,0,1.316,Z,-12.056,-10.643,2460854.37084,RR Lyr,AAVSO,STD,,,,
2460854.37303174,7.757,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.610|CMAGINS=-12.075|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.641|KREFMAG=12.672|KREFERR=0.016,0,1.316,Z,-12.075,-10.641,2460854.37093,RR Lyr,AAVSO,STD,,,,
2460854.37312173,7.76,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.620|CMAGINS=-12.088|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.611|KREFMAG=12.672|KREFERR=0.015,0,1.315,Z,-12.088,-10.611,2460854.37102,RR Lyr,AAVSO,STD,,,,
2460854.37322172,7.765,0.006,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.588|CMAGINS=-12.061|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.639|KREFMAG=12.672|KREFERR=0.016,0,1.315,Z,-12.061,-10.639,2460854.37112,RR Lyr,AAVSO,STD,,,,
2460854.37331172,7.77,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.592|CMAGINS=-12.070|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.668|KREFMAG=12.672|KREFERR=0.015,0,1.314,Z,-12.07,-10.668,2460854.37121,RR Lyr,AAVSO,STD,,,,
2460854.37341171,7.746,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.613|CMAGINS=-12.068|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.624|KREFMAG=12.672|KREFERR=0.015,0,1.314,Z,-12.068,-10.624,2460854.37131,RR Lyr,AAVSO,STD,,,,
2460854.3735017,7.747,0.006,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.616|CMAGINS=-12.071|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.649|KREFMAG=12.672|KREFERR=0.016,0,1.313,Z,-12.071,-10.649,2460854.3714,RR Lyr,AAVSO,STD,,,,
2460854.37359169,7.792,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.598|CMAGINS=-12.098|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.676|KREFMAG=12.672|KREFERR=0.014,0,1.313,Z,-12.098,-10.676,2460854.37149,RR Lyr,AAVSO,STD,,,,
2460854.37369168,7.759,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.616|CMAGINS=-12.083|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.639|KREFMAG=12.672|KREFERR=0.015,0,1.312,Z,-12.083,-10.639,2460854.37159,RR Lyr,AAVSO,STD,,,,
2460854.37378167,7.767,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.613|CMAGINS=-12.088|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.650|KREFMAG=12.672|KREFERR=0.015,0,1.312,Z,-12.088,-10.65,2460854.37168,RR Lyr,AAVSO,STD,,,,
2460854.37387167,7.766,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.611|CMAGINS=-12.085|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.707|KREFMAG=12.672|KREFERR=0.015,0,1.311,Z,-12.085,-10.707,2460854.37177,RR Lyr,AAVSO,STD,,,,
2460854.37396166,7.789,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.611|CMAGINS=-12.108|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.679|KREFMAG=12.672|KREFERR=0.015,0,1.311,Z,-12.108,-10.679,2460854.37186,RR Lyr,AAVSO,STD,,,,
2460854.37406165,7.758,0.006,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.627|CMAGINS=-12.093|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.673|KREFMAG=12.672|KREFERR=0.016,0,1.31,Z,-12.093,-10.673,2460854.37196,RR Lyr,AAVSO,STD,,,,
2460854.37415164,7.761,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.620|CMAGINS=-12.089|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.680|KREFMAG=12.672|KREFERR=0.014,0,1.31,Z,-12.089,-10.68,2460854.37205,RR Lyr,AAVSO,STD,,,,
2460854.37424163,7.75,0.006,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.612|CMAGINS=-12.070|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.628|KREFMAG=12.672|KREFERR=0.016,0,1.31,Z,-12.07,-10.628,2460854.37214,RR Lyr,AAVSO,STD,,,,
2460854.37434162,7.763,0.006,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.595|CMAGINS=-12.066|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.632|KREFMAG=12.672|KREFERR=0.016,0,1.309,Z,-12.066,-10.632,2460854.37224,RR Lyr,AAVSO,STD,,,,
2460854.37443162,7.758,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.614|CMAGINS=-12.080|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.633|KREFMAG=12.672|KREFERR=0.015,0,1.309,Z,-12.08,-10.633,2460854.37233,RR Lyr,AAVSO,STD,,,,
2460854.37452161,7.778,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.611|CMAGINS=-12.097|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.626|KREFMAG=12.672|KREFERR=0.017,0,1.308,Z,-12.097,-10.626,2460854.37242,RR Lyr,AAVSO,STD,,,,
2460854.3746216,7.775,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.612|CMAGINS=-12.096|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.656|KREFMAG=12.672|KREFERR=0.015,0,1.308,Z,-12.096,-10.656,2460854.37252,RR Lyr,AAVSO,STD,,,,
2460854.37471159,7.792,0.006,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.590|CMAGINS=-12.089|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.653|KREFMAG=12.672|KREFERR=0.016,0,1.307,Z,-12.089,-10.653,2460854.37261,RR Lyr,AAVSO,STD,,,,
2460854.37480158,7.769,0.006,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.609|CMAGINS=-12.087|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.668|KREFMAG=12.672|KREFERR=0.016,0,1.307,Z,-12.087,-10.668,2460854.3727,RR Lyr,AAVSO,STD,,,,
2460854.37490157,7.791,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.592|CMAGINS=-12.091|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.647|KREFMAG=12.672|KREFERR=0.015,0,1.306,Z,-12.091,-10.647,2460854.3728,RR Lyr,AAVSO,STD,,,,
2460854.37499156,7.776,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.623|CMAGINS=-12.107|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.652|KREFMAG=12.672|KREFERR=0.015,0,1.306,Z,-12.107,-10.652,2460854.37289,RR Lyr,AAVSO,STD,,,,
2460854.37509156,7.774,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.614|CMAGINS=-12.095|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.660|KREFMAG=12.672|KREFERR=0.015,0,1.305,Z,-12.095,-10.66,2460854.37299,RR Lyr,AAVSO,STD,,,,
2460854.37518155,7.788,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.603|CMAGINS=-12.099|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.628|KREFMAG=12.672|KREFERR=0.014,0,1.305,Z,-12.099,-10.628,2460854.37308,RR Lyr,AAVSO,STD,,,,
2460854.37527154,7.763,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.620|CMAGINS=-12.091|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.673|KREFMAG=12.672|KREFERR=0.015,0,1.305,Z,-12.091,-10.673,2460854.37317,RR Lyr,AAVSO,STD,,,,
2460854.37537153,7.768,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.621|CMAGINS=-12.096|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.671|KREFMAG=12.672|KREFERR=0.015,0,1.305,Z,-12.096,-10.671,2460854.37327,RR Lyr,AAVSO,STD,,,,
2460854.37546152,7.76,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.636|CMAGINS=-12.104|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.665|KREFMAG=12.672|KREFERR=0.014,0,1.304,Z,-12.104,-10.665,2460854.37336,RR Lyr,AAVSO,STD,,,,
2460854.37555151,7.773,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.618|CMAGINS=-12.099|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.734|KREFMAG=12.672|KREFERR=0.014,0,1.304,Z,-12.099,-10.734,2460854.37345,RR Lyr,AAVSO,STD,,,,
2460854.37564151,7.797,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.622|CMAGINS=-12.127|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.657|KREFMAG=12.672|KREFERR=0.015,0,1.303,Z,-12.127,-10.657,2460854.37354,RR Lyr,AAVSO,STD,,,,
2460854.3757415,7.772,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.629|CMAGINS=-12.109|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.662|KREFMAG=12.672|KREFERR=0.014,0,1.303,Z,-12.109,-10.662,2460854.37364,RR Lyr,AAVSO,STD,,,,
2460854.37583149,7.791,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.621|CMAGINS=-12.120|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.680|KREFMAG=12.672|KREFERR=0.014,0,1.302,Z,-12.12,-10.68,2460854.37373,RR Lyr,AAVSO,STD,,,,
2460854.37592148,7.775,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.608|CMAGINS=-12.092|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.661|KREFMAG=12.672|KREFERR=0.015,0,1.302,Z,-12.092,-10.661,2460854.37382,RR Lyr,AAVSO,STD,,,,
2460854.37602147,7.76,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.614|CMAGINS=-12.081|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.713|KREFMAG=12.672|KREFERR=0.015,0,1.302,Z,-12.081,-10.713,2460854.37392,RR Lyr,AAVSO,STD,,,,
2460854.37611146,7.768,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.627|CMAGINS=-12.103|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.641|KREFMAG=12.672|KREFERR=0.014,0,1.301,Z,-12.103,-10.641,2460854.37401,RR Lyr,AAVSO,STD,,,,
2460854.37620146,7.787,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.635|CMAGINS=-12.129|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.688|KREFMAG=12.672|KREFERR=0.014,0,1.301,Z,-12.129,-10.688,2460854.3741,RR Lyr,AAVSO,STD,,,,
2460854.37630145,7.762,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.617|CMAGINS=-12.087|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.646|KREFMAG=12.672|KREFERR=0.014,0,1.3,Z,-12.087,-10.646,2460854.3742,RR Lyr,AAVSO,STD,,,,
2460854.37639144,7.748,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.612|CMAGINS=-12.068|CREFMAG=11.292|CREFERR=0.008|KMAGINS=-10.651|KREFMAG=12.672|KREFERR=0.015,0,1.3,Z,-12.068,-10.651,2460854.37429,RR Lyr,AAVSO,STD,,,,
2460854.37648143,7.793,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.625|CMAGINS=-12.125|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.653|KREFMAG=12.672|KREFERR=0.014,0,1.299,Z,-12.125,-10.653,2460854.37438,RR Lyr,AAVSO,STD,,,,
2460854.37657142,7.745,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.641|CMAGINS=-12.094|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.670|KREFMAG=12.672|KREFERR=0.014,0,1.299,Z,-12.094,-10.67,2460854.37447,RR Lyr,AAVSO,STD,,,,
2460854.37667141,7.771,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.622|CMAGINS=-12.101|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.658|KREFMAG=12.672|KREFERR=0.014,0,1.298,Z,-12.101,-10.658,2460854.37457,RR Lyr,AAVSO,STD,,,,
2460854.3767614,7.763,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.619|CMAGINS=-12.090|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.662|KREFMAG=12.672|KREFERR=0.014,0,1.298,Z,-12.09,-10.662,2460854.37466,RR Lyr,AAVSO,STD,,,,
2460854.3768514,7.768,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.624|CMAGINS=-12.100|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.666|KREFMAG=12.672|KREFERR=0.014,0,1.297,Z,-12.1,-10.666,2460854.37475,RR Lyr,AAVSO,STD,,,,
2460854.37695139,7.762,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.632|CMAGINS=-12.102|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.656|KREFMAG=12.672|KREFERR=0.014,0,1.297,Z,-12.102,-10.656,2460854.37485,RR Lyr,AAVSO,STD,,,,
2460854.37704138,7.761,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.627|CMAGINS=-12.096|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.675|KREFMAG=12.672|KREFERR=0.014,0,1.296,Z,-12.096,-10.675,2460854.37494,RR Lyr,AAVSO,STD,,,,
2460854.37713137,7.79,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.620|CMAGINS=-12.119|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.670|KREFMAG=12.672|KREFERR=0.014,0,1.296,Z,-12.119,-10.67,2460854.37503,RR Lyr,AAVSO,STD,,,,
2460854.37722136,7.783,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.629|CMAGINS=-12.119|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.698|KREFMAG=12.672|KREFERR=0.013,0,1.296,Z,-12.119,-10.698,2460854.37512,RR Lyr,AAVSO,STD,,,,
2460854.37732135,7.763,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.606|CMAGINS=-12.077|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.652|KREFMAG=12.672|KREFERR=0.014,0,1.296,Z,-12.077,-10.652,2460854.37522,RR Lyr,AAVSO,STD,,,,
2460854.37741135,7.782,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.620|CMAGINS=-12.110|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.656|KREFMAG=12.672|KREFERR=0.014,0,1.295,Z,-12.11,-10.656,2460854.37531,RR Lyr,AAVSO,STD,,,,
2460854.37750134,7.748,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.620|CMAGINS=-12.076|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.639|KREFMAG=12.672|KREFERR=0.014,0,1.295,Z,-12.076,-10.639,2460854.3754,RR Lyr,AAVSO,STD,,,,
2460854.37760133,7.793,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.609|CMAGINS=-12.110|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.648|KREFMAG=12.672|KREFERR=0.014,0,1.294,Z,-12.11,-10.648,2460854.3755,RR Lyr,AAVSO,STD,,,,
2460854.37769132,7.777,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.628|CMAGINS=-12.113|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.628|KREFMAG=12.672|KREFERR=0.014,0,1.294,Z,-12.113,-10.628,2460854.37559,RR Lyr,AAVSO,STD,,,,
2460854.37778131,7.765,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.629|CMAGINS=-12.101|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.661|KREFMAG=12.672|KREFERR=0.014,0,1.294,Z,-12.101,-10.661,2460854.37568,RR Lyr,AAVSO,STD,,,,
2460854.3778813,7.769,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.626|CMAGINS=-12.103|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.682|KREFMAG=12.672|KREFERR=0.014,0,1.293,Z,-12.103,-10.682,2460854.37578,RR Lyr,AAVSO,STD,,,,
2460854.3779713,7.768,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.646|CMAGINS=-12.122|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.670|KREFMAG=12.672|KREFERR=0.013,0,1.293,Z,-12.122,-10.67,2460854.37587,RR Lyr,AAVSO,STD,,,,
2460854.37806129,7.782,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.619|CMAGINS=-12.109|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.659|KREFMAG=12.672|KREFERR=0.014,0,1.292,Z,-12.109,-10.659,2460854.37596,RR Lyr,AAVSO,STD,,,,
2460854.37816128,7.792,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.616|CMAGINS=-12.116|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.711|KREFMAG=12.672|KREFERR=0.013,0,1.292,Z,-12.116,-10.711,2460854.37606,RR Lyr,AAVSO,STD,,,,
2460854.37825127,7.772,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.622|CMAGINS=-12.102|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.690|KREFMAG=12.672|KREFERR=0.013,0,1.291,Z,-12.102,-10.69,2460854.37615,RR Lyr,AAVSO,STD,,,,
2460854.37834126,7.777,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.616|CMAGINS=-12.101|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.732|KREFMAG=12.672|KREFERR=0.014,0,1.291,Z,-12.101,-10.732,2460854.37624,RR Lyr,AAVSO,STD,,,,
2460854.37844125,7.777,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.627|CMAGINS=-12.112|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.631|KREFMAG=12.672|KREFERR=0.014,0,1.29,Z,-12.112,-10.631,2460854.37634,RR Lyr,AAVSO,STD,,,,
2460854.37853124,7.772,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.637|CMAGINS=-12.117|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.646|KREFMAG=12.672|KREFERR=0.013,0,1.29,Z,-12.117,-10.646,2460854.37643,RR Lyr,AAVSO,STD,,,,
2460854.37862124,7.774,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.619|CMAGINS=-12.101|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.703|KREFMAG=12.672|KREFERR=0.014,0,1.289,Z,-12.101,-10.703,2460854.37652,RR Lyr,AAVSO,STD,,,,
2460854.37872123,7.787,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.621|CMAGINS=-12.116|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.708|KREFMAG=12.672|KREFERR=0.014,0,1.289,Z,-12.116,-10.708,2460854.37662,RR Lyr,AAVSO,STD,,,,
2460854.37881122,7.797,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.617|CMAGINS=-12.122|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.705|KREFMAG=12.672|KREFERR=0.014,0,1.288,Z,-12.122,-10.705,2460854.37671,RR Lyr,AAVSO,STD,,,,
2460854.37891121,7.784,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.627|CMAGINS=-12.119|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.709|KREFMAG=12.672|KREFERR=0.014,0,1.288,Z,-12.119,-10.709,2460854.37681,RR Lyr,AAVSO,STD,,,,
2460854.3790012,7.786,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.625|CMAGINS=-12.119|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.648|KREFMAG=12.672|KREFERR=0.013,0,1.287,Z,-12.119,-10.648,2460854.3769,RR Lyr,AAVSO,STD,,,,
2460854.37909119,7.772,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.635|CMAGINS=-12.115|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.696|KREFMAG=12.672|KREFERR=0.014,0,1.287,Z,-12.115,-10.696,2460854.37699,RR Lyr,AAVSO,STD,,,,
2460854.37919118,7.786,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.624|CMAGINS=-12.118|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.694|KREFMAG=12.672|KREFERR=0.014,0,1.287,Z,-12.118,-10.694,2460854.37709,RR Lyr,AAVSO,STD,,,,
2460854.37928118,7.808,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.623|CMAGINS=-12.139|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.661|KREFMAG=12.672|KREFERR=0.014,0,1.286,Z,-12.139,-10.661,2460854.37718,RR Lyr,AAVSO,STD,,,,
2460854.37937117,7.782,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.631|CMAGINS=-12.121|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.679|KREFMAG=12.672|KREFERR=0.013,0,1.286,Z,-12.121,-10.679,2460854.37727,RR Lyr,AAVSO,STD,,,,
2460854.37946116,7.787,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.607|CMAGINS=-12.103|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.697|KREFMAG=12.672|KREFERR=0.014,0,1.285,Z,-12.103,-10.697,2460854.37736,RR Lyr,AAVSO,STD,,,,
2460854.37956115,7.769,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.640|CMAGINS=-12.117|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.666|KREFMAG=12.672|KREFERR=0.013,0,1.285,Z,-12.117,-10.666,2460854.37746,RR Lyr,AAVSO,STD,,,,
2460854.37965114,7.788,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.626|CMAGINS=-12.122|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.727|KREFMAG=12.672|KREFERR=0.012,0,1.285,Z,-12.122,-10.727,2460854.37755,RR Lyr,AAVSO,STD,,,,
2460854.37974114,7.776,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.639|CMAGINS=-12.123|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.670|KREFMAG=12.672|KREFERR=0.013,0,1.285,Z,-12.123,-10.67,2460854.37764,RR Lyr,AAVSO,STD,,,,
2460854.37984113,7.771,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.642|CMAGINS=-12.121|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.693|KREFMAG=12.672|KREFERR=0.013,0,1.284,Z,-12.121,-10.693,2460854.37774,RR Lyr,AAVSO,STD,,,,
2460854.37993112,7.79,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.625|CMAGINS=-12.123|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.628|KREFMAG=12.672|KREFERR=0.014,0,1.284,Z,-12.123,-10.628,2460854.37783,RR Lyr,AAVSO,STD,,,,
2460854.38002111,7.781,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.624|CMAGINS=-12.113|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.664|KREFMAG=12.672|KREFERR=0.013,0,1.284,Z,-12.113,-10.664,2460854.37792,RR Lyr,AAVSO,STD,,,,
2460854.3801111,7.78,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.622|CMAGINS=-12.110|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.678|KREFMAG=12.672|KREFERR=0.013,0,1.283,Z,-12.11,-10.678,2460854.37801,RR Lyr,AAVSO,STD,,,,
2460854.38021109,7.797,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.635|CMAGINS=-12.140|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.692|KREFMAG=12.672|KREFERR=0.013,0,1.283,Z,-12.14,-10.692,2460854.37811,RR Lyr,AAVSO,STD,,,,
2460854.38030108,7.763,0.005,,CV,HDR,,000-BJW-675,664-074554,X40392AME,|VMAGINS=-15.628|CMAGINS=-12.100|CREFMAG=11.292|CREFERR=0.007|KMAGINS=-10.692|KREFMAG=12.672|KREFERR=0.013,0,1.282,Z,-12.1,-10.692,2460854.3782,RR Lyr,AAVSO,STD,,,,
